c15	2013	11	4	0	0	0
c15	2013	11	4	0	5	0
c15	2013	11	4	0	10	0
c15	2013	11	4	0	15	0
c15	2013	11	4	0	20	0
c15	2013	11	4	0	25	0
c15	2013	11	4	0	30	0
c15	2013	11	4	0	35	0
c15	2013	11	4	0	40	0
c15	2013	11	4	0	45	0
c15	2013	11	4	0	50	0
c15	2013	11	4	0	55	0
c15	2013	11	4	1	0	0
c15	2013	11	4	1	5	0
c15	2013	11	4	1	10	0
c15	2013	11	4	1	15	0
c15	2013	11	4	1	20	0
c15	2013	11	4	1	25	0
c15	2013	11	4	1	30	0
c15	2013	11	4	1	35	0
c15	2013	11	4	1	40	0
c15	2013	11	4	1	45	0
c15	2013	11	4	1	50	0
c15	2013	11	4	1	55	0
c15	2013	11	4	2	0	0
c15	2013	11	4	2	5	0
c15	2013	11	4	2	10	0
c15	2013	11	4	2	15	0
c15	2013	11	4	2	20	0
c15	2013	11	4	2	25	0
c15	2013	11	4	2	30	0
c15	2013	11	4	2	35	0
c15	2013	11	4	2	40	0
c15	2013	11	4	2	45	0
c15	2013	11	4	2	50	0
c15	2013	11	4	2	55	0
c15	2013	11	4	3	0	0
c15	2013	11	4	3	5	0
c15	2013	11	4	3	10	0
c15	2013	11	4	3	15	0
c15	2013	11	4	3	20	0
c15	2013	11	4	3	25	0
c15	2013	11	4	3	30	0
c15	2013	11	4	3	35	0
c15	2013	11	4	3	40	0
c15	2013	11	4	3	45	0
c15	2013	11	4	3	50	0
c15	2013	11	4	3	55	0
c15	2013	11	4	4	0	0
c15	2013	11	4	4	5	0
c15	2013	11	4	4	10	0
c15	2013	11	4	4	15	0
c15	2013	11	4	4	20	0
c15	2013	11	4	4	25	0
c15	2013	11	4	4	30	0
c15	2013	11	4	4	35	0
c15	2013	11	4	4	40	0
c15	2013	11	4	4	45	0
c15	2013	11	4	4	50	0
c15	2013	11	4	4	55	0
c15	2013	11	4	5	0	0
c15	2013	11	4	5	5	0
c15	2013	11	4	5	10	0
c15	2013	11	4	5	15	0
c15	2013	11	4	5	20	0
c15	2013	11	4	5	25	0
c15	2013	11	4	5	30	0
c15	2013	11	4	5	35	0
c15	2013	11	4	5	40	0
c15	2013	11	4	5	45	0
c15	2013	11	4	5	50	0
c15	2013	11	4	5	55	0
c15	2013	11	4	6	0	0
c15	2013	11	4	6	5	0
c15	2013	11	4	6	10	0
c15	2013	11	4	6	15	0
c15	2013	11	4	6	20	0
c15	2013	11	4	6	25	0
c15	2013	11	4	6	30	0
c15	2013	11	4	6	35	0
c15	2013	11	4	6	40	0
c15	2013	11	4	6	45	0
c15	2013	11	4	6	50	0
c15	2013	11	4	6	55	0
c15	2013	11	4	7	0	0.0
c15	2013	11	4	7	5	0.0
c15	2013	11	4	7	10	0.0
c15	2013	11	4	7	15	0.0
c15	2013	11	4	7	20	0.0
c15	2013	11	4	7	25	0.0
c15	2013	11	4	7	30	0.0
c15	2013	11	4	7	35	0.0
c15	2013	11	4	7	40	0.0
c15	2013	11	4	7	45	0.0
c15	2013	11	4	7	50	0.0
c15	2013	11	4	7	55	0.0
c15	2013	11	4	8	0	0.0
c15	2013	11	4	8	5	0.0
c15	2013	11	4	8	10	0.0
c15	2013	11	4	8	15	0.0
c15	2013	11	4	8	20	0.0
c15	2013	11	4	8	25	0.0
c15	2013	11	4	8	30	0.0
c15	2013	11	4	8	35	0.0
c15	2013	11	4	8	40	0.0
c15	2013	11	4	8	45	0.0
c15	2013	11	4	8	50	0.0
c15	2013	11	4	8	55	0.0
c15	2013	11	4	9	0	0.0
c15	2013	11	4	9	5	0.0
c15	2013	11	4	9	10	0.0
c15	2013	11	4	9	15	0.0
c15	2013	11	4	9	20	0.0
c15	2013	11	4	9	25	0.0
c15	2013	11	4	9	30	0.0
c15	2013	11	4	9	35	0.0
c15	2013	11	4	9	40	0.0
c15	2013	11	4	9	45	0.0
c15	2013	11	4	9	50	0.0
c15	2013	11	4	9	55	0.0
c15	2013	11	4	10	0	0.0
c15	2013	11	4	10	5	0.0
c15	2013	11	4	10	10	0.0
c15	2013	11	4	10	15	0.021
c15	2013	11	4	10	20	0.111
c15	2013	11	4	10	25	0.113
c15	2013	11	4	10	30	0.138
c15	2013	11	4	10	35	1.090
c15	2013	11	4	10	40	1.693
c15	2013	11	4	10	45	0.827
c15	2013	11	4	10	50	0.238
c15	2013	11	4	10	55	0.240
c15	2013	11	4	11	0	0.568
c15	2013	11	4	11	5	0.146
c15	2013	11	4	11	10	0.0
c15	2013	11	4	11	15	0.0
c15	2013	11	4	11	20	0.0
c15	2013	11	4	11	25	0.0
c15	2013	11	4	11	30	0.012
c15	2013	11	4	11	35	0.0
c15	2013	11	4	11	40	0.233
c15	2013	11	4	11	45	0.334
c15	2013	11	4	11	50	0.244
c15	2013	11	4	11	55	0.182
c15	2013	11	4	12	0	0.473
c15	2013	11	4	12	5	0.483
c15	2013	11	4	12	10	0.188
c15	2013	11	4	12	15	0.588
c15	2013	11	4	12	20	0.431
c15	2013	11	4	12	25	0.689
c15	2013	11	4	12	30	0.834
c15	2013	11	4	12	35	0.238
c15	2013	11	4	12	40	0.026
c15	2013	11	4	12	45	0.128
c15	2013	11	4	12	50	0.024
c15	2013	11	4	12	55	0.038
c15	2013	11	4	13	0	0.011
c15	2013	11	4	13	5	0.283
c15	2013	11	4	13	10	0.404
c15	2013	11	4	13	15	0.162
c15	2013	11	4	13	20	1.545
c15	2013	11	4	13	25	0.791
c15	2013	11	4	13	30	1.544
c15	2013	11	4	13	35	1.630
c15	2013	11	4	13	40	0.794
c15	2013	11	4	13	45	1.478
c15	2013	11	4	13	50	1.365
c15	2013	11	4	13	55	4.719
c15	2013	11	4	14	0	7.154
c15	2013	11	4	14	5	3.261
c15	2013	11	4	14	10	2.062
c15	2013	11	4	14	15	1.841
c15	2013	11	4	14	20	2.623
c15	2013	11	4	14	25	3.152
c15	2013	11	4	14	30	4.344
c15	2013	11	4	14	35	4.728
c15	2013	11	4	14	40	3.085
c15	2013	11	4	14	45	2.673
c15	2013	11	4	14	50	1.287
c15	2013	11	4	14	55	0.936
c15	2013	11	4	15	0	0.274
c15	2013	11	4	15	5	0.166
c15	2013	11	4	15	10	0.166
c15	2013	11	4	15	15	0.000
c15	2013	11	4	15	20	0.000
c15	2013	11	4	15	25	0.132
c15	2013	11	4	15	30	0.000
c15	2013	11	4	15	35	0.132
c15	2013	11	4	15	40	0.000
c15	2013	11	4	15	45	0.000
c15	2013	11	4	15	50	0.000
c15	2013	11	4	15	55	0.000
c15	2013	11	4	16	0	0.000
c15	2013	11	4	16	5	0.000
c15	2013	11	4	16	10	0.000
c15	2013	11	4	16	15	0.000
c15	2013	11	4	16	20	0.000
c15	2013	11	4	16	25	0.000
c15	2013	11	4	16	30	0.000
c15	2013	11	4	16	35	0.000
c15	2013	11	4	16	40	0.000
c15	2013	11	4	16	45	0.000
c15	2013	11	4	16	50	0.000
c15	2013	11	4	16	55	0.000
c15	2013	11	4	17	0	0.000
c15	2013	11	4	17	5	0.000
c15	2013	11	4	17	10	0.000
c15	2013	11	4	17	15	0.000
c15	2013	11	4	17	20	0.000
c15	2013	11	4	17	25	0.000
c15	2013	11	4	17	30	0.000
c15	2013	11	4	17	35	0.000
c15	2013	11	4	17	40	0.000
c15	2013	11	4	17	45	0.000
c15	2013	11	4	17	50	0.000
c15	2013	11	4	17	55	0.000
c15	2013	11	4	18	0	0.000
c15	2013	11	4	18	5	0.000
c15	2013	11	4	18	10	0.000
c15	2013	11	4	18	15	0.000
c15	2013	11	4	18	20	0.000
c15	2013	11	4	18	25	0.000
c15	2013	11	4	18	30	0.000
c15	2013	11	4	18	35	0.000
c15	2013	11	4	18	40	0.000
c15	2013	11	4	18	45	0.000
c15	2013	11	4	18	50	0.000
c15	2013	11	4	18	55	0.017
c15	2013	11	4	19	0	0.000
c15	2013	11	4	19	5	0.000
c15	2013	11	4	19	10	0.332
c15	2013	11	4	19	15	0.034
c15	2013	11	4	19	20	0.034
c15	2013	11	4	19	25	0.000
c15	2013	11	4	19	30	0.132
c15	2013	11	4	19	35	0.033
c15	2013	11	4	19	40	0.084
c15	2013	11	4	19	45	0.234
c15	2013	11	4	19	50	0.249
c15	2013	11	4	19	55	0.417
c15	2013	11	4	20	0	0.234
c15	2013	11	4	20	5	0.301
c15	2013	11	4	20	10	0.533
c15	2013	11	4	20	15	0.630
c15	2013	11	4	20	20	0.929
